ImgPath,category,occasion,occasion_confidence
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_744_0.jpg,womens-dresses,Casual,TensorBase(0.8963)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_745_0.jpg,womens-dresses,Casual,TensorBase(0.9801)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_746_0.jpg,womens-blouse,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_748_0.jpg,womens-blouse,Casual,TensorBase(0.9988)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_750_0.jpg,womens-blouse,Casual,TensorBase(0.9936)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-shorts_prod_751_0.jpg,womens-shorts,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_753_0.jpg,womens-blouse,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_754_0.jpg,bag,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_755_0.jpg,womens-dresses,Formal,TensorBase(0.6398)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_759_0.jpg,womens-dresses,Casual,TensorBase(0.9944)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_760_0.jpg,boots,Casual,TensorBase(0.9623)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_761_0.jpg,bag,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_763_0.jpg,Belt,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_766_0.jpg,womens-blouse,Casual,TensorBase(0.9319)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_768_0.jpg,sandals,Casual,TensorBase(0.9861)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_770_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_771_0.jpg,womens-blouse,Casual,TensorBase(0.9951)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_772_0.jpg,womens-dresses,Casual,TensorBase(0.9983)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_773_0.jpg,womens-skirts,Casual,TensorBase(0.9988)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_775_0.jpg,womens-dresses,Casual,TensorBase(0.8672)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_776_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_778_0.jpg,sandals,Casual,TensorBase(0.9991)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_781_0.jpg,womens-blouse,Casual,TensorBase(0.9678)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_782_0.jpg,womens-regular-pants,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_783_0.jpg,boots,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_785_0.jpg,womens-blouse,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_786_0.jpg,womens-blouse,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_787_0.jpg,womens-regular-pants,Casual,TensorBase(0.9846)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_788_0.jpg,womens-blouse,Sports,TensorBase(0.8441)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_789_0.jpg,womens-jumpers,Casual,TensorBase(0.9969)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_791_0.jpg,womens-dresses,Casual,TensorBase(0.9914)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_792_0.jpg,womens-dresses,Casual,TensorBase(0.9971)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_793_0.jpg,womens-dresses,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_794_0.jpg,womens-blouse,Casual,TensorBase(0.7113)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_795_0.jpg,womens-skirts,Casual,TensorBase(0.9894)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_796_0.jpg,womens-regular-pants,Casual,TensorBase(0.7225)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_797_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_799_0.jpg,womens-jumpers,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_800_0.jpg,womens-blouse,Casual,TensorBase(0.8639)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_801_0.jpg,womens-blouse,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_802_0.jpg,womens-regular-pants,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_804_0.jpg,womens-regular-pants,Casual,TensorBase(0.9857)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_805_0.jpg,womens-dresses,Casual,TensorBase(0.9696)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_807_0.jpg,womens-jumpers,Casual,TensorBase(0.9991)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-shorts_prod_809_0.jpg,womens-shorts,Casual,TensorBase(0.9976)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_811_0.jpg,womens-regular-pants,Casual,TensorBase(0.9949)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_812_0.jpg,womens-dresses,Casual,TensorBase(0.9928)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_814_0.jpg,womens-dresses,Formal,TensorBase(0.6158)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_815_0.jpg,womens-blouse,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_817_0.jpg,womens-skirts,Casual,TensorBase(0.9991)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_819_0.jpg,womens-blouse,Casual,TensorBase(0.9788)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_821_0.jpg,bag,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_822_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_823_0.jpg,womens-dresses,Casual,TensorBase(0.9993)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_825_0.jpg,sneakers,Casual,TensorBase(0.9618)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_827_0.jpg,womens-regular-pants,Casual,TensorBase(0.7241)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_828_0.jpg,womens-blouse,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_835_0.jpg,womens-dresses,Casual,TensorBase(0.9326)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_836_0.jpg,womens-jumpers,Casual,TensorBase(0.9971)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_838_0.jpg,womens-regular-pants,Casual,TensorBase(0.8705)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-shorts_prod_840_0.jpg,womens-shorts,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_841_0.jpg,sneakers,Casual,TensorBase(0.9499)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_843_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_846_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_848_0.jpg,womens-blouse,Casual,TensorBase(0.9970)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_850_0.jpg,womens-dresses,Casual,TensorBase(0.9984)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_851_0.jpg,womens-blouse,Casual,TensorBase(0.9636)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_852_0.jpg,womens-blouse,Casual,TensorBase(0.9129)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_853_0.jpg,womens-regular-pants,Casual,TensorBase(0.6962)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-shorts_prod_859_0.jpg,womens-shorts,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_865_0.jpg,sneakers,Casual,TensorBase(0.9929)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_866_0.jpg,womens-blouse,Casual,TensorBase(0.9987)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_867_0.jpg,womens-regular-pants,Casual,TensorBase(0.9916)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_868_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_870_0.jpg,bag,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_871_0.jpg,womens-blouse,Casual,TensorBase(0.9926)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_873_0.jpg,womens-skirts,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_874_0.jpg,womens-dresses,Casual,TensorBase(0.9963)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_876_0.jpg,womens-dresses,Casual,TensorBase(0.9943)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_877_0.jpg,womens-blouse,Casual,TensorBase(0.8512)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_879_0.jpg,womens-dresses,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_880_0.jpg,womens-skirts,Casual,TensorBase(0.7541)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_881_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_883_0.jpg,womens-blouse,Casual,TensorBase(0.8639)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_884_0.jpg,womens-blouse,Casual,TensorBase(0.9984)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_889_0.jpg,womens-dresses,Casual,TensorBase(0.7591)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_890_0.jpg,womens-blouse,Casual,TensorBase(0.9977)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_891_0.jpg,womens-dresses,Casual,TensorBase(0.9964)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_893_0.jpg,womens-dresses,Casual,TensorBase(0.9897)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_896_0.jpg,sandals,Casual,TensorBase(0.9957)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_897_0.jpg,womens-dresses,Casual,TensorBase(0.9978)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_898_0.jpg,sandals,Casual,TensorBase(0.9983)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_899_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_900_0.jpg,womens-blouse,Casual,TensorBase(0.9931)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_902_0.jpg,womens-dresses,Casual,TensorBase(0.9705)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_906_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_907_0.jpg,womens-dresses,Casual,TensorBase(0.9944)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_908_0.jpg,womens-dresses,Casual,TensorBase(0.9974)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_909_0.jpg,womens-blouse,Casual,TensorBase(0.9384)
../data/retailer_test_sets/bluebungalow_2k_single_image/sneakers_prod_910_0.jpg,sneakers,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_912_0.jpg,womens-dresses,Casual,TensorBase(0.9968)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_913_0.jpg,womens-blouse,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_915_0.jpg,womens-blouse,Casual,TensorBase(0.9481)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_919_0.jpg,womens-skirts,Casual,TensorBase(0.9993)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_921_0.jpg,womens-regular-pants,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_923_0.jpg,boots,Casual,TensorBase(0.9703)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_930_0.jpg,womens-blouse,Casual,TensorBase(0.9898)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_931_0.jpg,womens-regular-pants,Casual,TensorBase(0.6435)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_932_0.jpg,womens-skirts,Casual,TensorBase(0.9981)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_937_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_938_0.jpg,womens-skirts,Casual,TensorBase(0.7249)
../data/retailer_test_sets/bluebungalow_2k_single_image/boots_prod_941_0.jpg,boots,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_942_0.jpg,womens-dresses,Casual,TensorBase(0.9993)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_944_0.jpg,womens-blouse,Casual,TensorBase(0.7706)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_945_0.jpg,womens-blouse,Casual,TensorBase(0.9911)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_946_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_947_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_948_0.jpg,womens-regular-pants,Casual,TensorBase(0.8658)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_949_0.jpg,womens-dresses,Casual,TensorBase(0.7006)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_950_0.jpg,womens-dresses,Casual,TensorBase(0.9947)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_953_0.jpg,sandals,Casual,TensorBase(0.9778)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_954_0.jpg,womens-skirts,Casual,TensorBase(0.9428)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_955_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_956_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_957_0.jpg,womens-blouse,Casual,TensorBase(0.9964)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_958_0.jpg,womens-regular-pants,Casual,TensorBase(0.9907)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_959_0.jpg,womens-blouse,Casual,TensorBase(0.9977)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_962_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_964_0.jpg,womens-blouse,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_965_0.jpg,womens-blouse,Casual,TensorBase(0.9866)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_966_0.jpg,womens-blouse,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_968_0.jpg,sandals,Casual,TensorBase(0.9949)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_970_0.jpg,womens-blouse,Casual,TensorBase(0.9765)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_971_0.jpg,womens-skirts,Sports,TensorBase(0.6208)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_973_0.jpg,womens-regular-pants,Casual,TensorBase(0.9904)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_974_0.jpg,womens-regular-pants,Casual,TensorBase(0.9985)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_976_0.jpg,womens-dresses,Casual,TensorBase(0.9951)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_977_0.jpg,womens-regular-pants,Casual,TensorBase(0.9790)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_981_0.jpg,sandals,Casual,TensorBase(0.9740)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_983_0.jpg,womens-dresses,Casual,TensorBase(0.9852)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_985_0.jpg,womens-dresses,Casual,TensorBase(0.9957)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_987_0.jpg,womens-skirts,Casual,TensorBase(0.9889)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_989_0.jpg,womens-blouse,Casual,TensorBase(0.9980)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-shorts_prod_990_0.jpg,womens-shorts,Casual,TensorBase(0.9691)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_991_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_992_0.jpg,womens-regular-pants,Casual,TensorBase(0.9954)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_996_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_997_0.jpg,womens-blouse,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1001_0.jpg,womens-dresses,Casual,TensorBase(0.9989)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1005_0.jpg,womens-blouse,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1006_0.jpg,womens-blouse,Casual,TensorBase(0.9957)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1009_0.jpg,womens-dresses,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1010_0.jpg,womens-blouse,Casual,TensorBase(0.9337)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1012_0.jpg,womens-blouse,Casual,TensorBase(0.9986)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1016_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1020_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1021_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1022_0.jpg,womens-blouse,Casual,TensorBase(0.9941)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1024_0.jpg,womens-dresses,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1026_0.jpg,womens-blouse,Casual,TensorBase(0.9623)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1031_0.jpg,womens-blouse,Casual,TensorBase(0.9957)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1033_0.jpg,womens-dresses,Casual,TensorBase(0.5291)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_1034_0.jpg,womens-regular-pants,Sports,TensorBase(0.6297)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1035_0.jpg,womens-dresses,Casual,TensorBase(0.9979)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1036_0.jpg,bag,Casual,TensorBase(0.9998)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1038_0.jpg,womens-blouse,Casual,TensorBase(0.9806)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1042_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1043_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1045_0.jpg,womens-dresses,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1046_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1047_0.jpg,womens-dresses,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_1048_0.jpg,womens-regular-pants,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1049_0.jpg,womens-blouse,Casual,TensorBase(0.9966)
../data/retailer_test_sets/bluebungalow_2k_single_image/sandals_prod_1051_0.jpg,sandals,Casual,TensorBase(0.9993)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1052_0.jpg,womens-dresses,Casual,TensorBase(0.9978)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_1053_0.jpg,womens-regular-pants,Casual,TensorBase(0.9921)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_1054_0.jpg,womens-skirts,Casual,TensorBase(0.9106)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1055_0.jpg,womens-dresses,Casual,TensorBase(0.9753)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1056_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1059_0.jpg,womens-blouse,Sports,TensorBase(0.9565)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1061_0.jpg,womens-blouse,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_1063_0.jpg,womens-regular-pants,Sports,TensorBase(0.9624)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1067_0.jpg,belt,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_1068_0.jpg,womens-regular-pants,Casual,TensorBase(0.9992)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1069_0.jpg,bag,Casual,TensorBase(0.9996)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1070_0.jpg,womens-blouse,Casual,TensorBase(0.9894)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1071_0.jpg,womens-dresses,Casual,TensorBase(0.9999)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1074_0.jpg,bag,Casual,TensorBase(0.9994)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1079_0.jpg,womens-blouse,Casual,TensorBase(0.9969)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1080_0.jpg,womens-blouse,Casual,TensorBase(0.7700)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-skirts_prod_1082_0.jpg,womens-skirts,Casual,TensorBase(0.9703)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1083_0.jpg,womens-blouse,Casual,TensorBase(0.8968)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1084_0.jpg,womens-dresses,Casual,TensorBase(0.9997)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1085_0.jpg,womens-blouse,Casual,TensorBase(0.9883)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1087_0.jpg,womens-blouse,Casual,TensorBase(0.5319)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1089_0.jpg,womens-blouse,Casual,TensorBase(0.9989)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1090_0.jpg,womens-dresses,Casual,TensorBase(0.9956)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1091_0.jpg,womens-blouse,Casual,TensorBase(0.9876)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_1093_0.jpg,womens-regular-pants,Casual,TensorBase(0.9986)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-jumpers_prod_1094_0.jpg,womens-jumpers,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1095_0.jpg,womens-dresses,Casual,TensorBase(0.9990)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1096_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1098_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-regular-pants_prod_1099_0.jpg,womens-regular-pants,Casual,TensorBase(0.9851)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1100_0.jpg,womens-blouse,Casual,TensorBase(0.9980)
../data/retailer_test_sets/bluebungalow_2k_single_image/bag_prod_1102_0.jpg,bag,Casual,TensorBase(1.0000)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1103_0.jpg,womens-blouse,Casual,TensorBase(0.9749)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-blouse_prod_1104_0.jpg,womens-blouse,Casual,TensorBase(0.9982)
../data/retailer_test_sets/bluebungalow_2k_single_image/womens-dresses_prod_1105_0.jpg,womens-dresses,Casual,TensorBase(1.0000)
